source,height_bias,accuracy
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_grad_1_scout_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-53-12-Monday/ht_result_dict.txt,-6.5,0.8896803287731686
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_grad_1_scout_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-53-12-Monday/ht_result_dict.txt,-6.0,0.8896803287731686
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_grad_1_scout_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-53-12-Monday/ht_result_dict.txt,-5.5,0.8896872241835834
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_grad_1_scout_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-53-12-Monday/ht_result_dict.txt,-5.0,0.889683776478376
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_grad_1_scout_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-53-12-Monday/ht_result_dict.txt,-4.5,0.889683776478376
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_grad_1_scout_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-53-12-Monday/ht_result_dict.txt,-4.0,0.8896803287731686
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_grad_1_scout_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-53-12-Monday/ht_result_dict.txt,-3.5,0.8896872241835834
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_grad_1_scout_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-53-12-Monday/ht_result_dict.txt,-3.0,0.8896803287731686
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_grad_1_scout_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-53-12-Monday/ht_result_dict.txt,-2.5,0.889683776478376
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_grad_1_scout_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-53-12-Monday/ht_result_dict.txt,-2.0,0.8896803287731686
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_grad_1_scout_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-53-12-Monday/ht_result_dict.txt,-1.5,0.889683776478376
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_grad_1_scout_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-53-12-Monday/ht_result_dict.txt,-1.0,0.8896803287731686
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_grad_1_scout_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-53-12-Monday/ht_result_dict.txt,-0.5,0.8896872241835834
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_grad_1_scout_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-53-12-Monday/ht_result_dict.txt,0.0,0.8896803287731686
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_grad_1_scout_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-53-12-Monday/ht_result_dict.txt,0.5,0.8896803287731686
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_grad_1_scout_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-53-12-Monday/ht_result_dict.txt,1.0,0.8896803287731686
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_grad_1_scout_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-53-12-Monday/ht_result_dict.txt,1.5,0.8896803287731686
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_grad_1_scout_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-53-12-Monday/ht_result_dict.txt,2.0,0.8896803287731686
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_grad_1_scout_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-53-12-Monday/ht_result_dict.txt,2.5,0.8896803287731686
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_grad_1_scout_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-53-12-Monday/ht_result_dict.txt,3.0,0.8896803287731686
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_grad_1_scout_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-53-12-Monday/ht_result_dict.txt,3.5,0.8896803287731686
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_grad_1_scout_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-53-12-Monday/ht_result_dict.txt,4.0,0.8896872241835834
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_grad_1_scout_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-53-12-Monday/ht_result_dict.txt,4.5,0.8896803287731686
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_grad_1_scout_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-53-12-Monday/ht_result_dict.txt,5.0,0.8896803287731686
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_grad_1_scout_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-53-12-Monday/ht_result_dict.txt,5.5,0.889683776478376
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_grad_1_scout_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-53-12-Monday/ht_result_dict.txt,6.0,0.8896803287731686
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_grad_1_scout_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-53-12-Monday/ht_result_dict.txt,6.5,0.8896803287731686
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_grad_1_scout_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-53-12-Monday/ht_result_dict.txt,7.0,0.8896803287731686
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_grad_1_scout_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-53-12-Monday/ht_result_dict.txt,7.5,0.8896803287731686
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_grad_1_scout_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-53-12-Monday/ht_result_dict.txt,8.0,0.8896803287731686
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_grad_1_scout_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-53-12-Monday/ht_result_dict.txt,8.5,0.889683776478376
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_grad_1_scout_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-53-12-Monday/ht_result_dict.txt,9.0,0.889683776478376
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_grad_1_scout_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-53-12-Monday/ht_result_dict.txt,9.5,0.8896803287731686
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_grad_1_scout_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-53-12-Monday/ht_result_dict.txt,10.0,0.889683776478376
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-54-35-Monday/ht_result_dict.txt,-10.0,0.4999931045895852
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-54-35-Monday/ht_result_dict.txt,-9.5,0.5
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-54-35-Monday/ht_result_dict.txt,-9.0,0.5000068954104149
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-54-35-Monday/ht_result_dict.txt,-8.5,0.5
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-54-35-Monday/ht_result_dict.txt,-8.0,0.5
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-54-35-Monday/ht_result_dict.txt,-7.5,0.5
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-54-35-Monday/ht_result_dict.txt,-7.0,0.5
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-54-35-Monday/ht_result_dict.txt,-6.5,0.5
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-54-35-Monday/ht_result_dict.txt,-6.0,0.5000034477052074
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-54-35-Monday/ht_result_dict.txt,-5.5,0.49998965688437774
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-54-35-Monday/ht_result_dict.txt,-5.0,0.5000034477052074
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-54-35-Monday/ht_result_dict.txt,-4.5,0.5
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-54-35-Monday/ht_result_dict.txt,-4.0,0.5
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-54-35-Monday/ht_result_dict.txt,-3.5,0.5000758495145631
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-54-35-Monday/ht_result_dict.txt,-3.0,0.5022858285525155
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-54-35-Monday/ht_result_dict.txt,-2.5,0.5147458351721095
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-54-35-Monday/ht_result_dict.txt,-2.0,0.5540358837157988
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-54-35-Monday/ht_result_dict.txt,-1.5,0.6042034421888791
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-54-35-Monday/ht_result_dict.txt,-1.0,0.7527891935127978
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-54-35-Monday/ht_result_dict.txt,-0.5,0.869711220211827
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-54-35-Monday/ht_result_dict.txt,0.0,0.886501544571933
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-54-35-Monday/ht_result_dict.txt,0.5,0.8751068788614298
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-54-35-Monday/ht_result_dict.txt,1.0,0.8408297936893204
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-54-35-Monday/ht_result_dict.txt,1.5,0.7653353927625772
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-54-35-Monday/ht_result_dict.txt,2.0,0.6157980748014121
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-54-35-Monday/ht_result_dict.txt,2.5,0.5070091846866726
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-54-35-Monday/ht_result_dict.txt,3.0,0.5
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-54-35-Monday/ht_result_dict.txt,3.5,0.4999931045895852
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-54-35-Monday/ht_result_dict.txt,4.0,0.5000034477052074
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-54-35-Monday/ht_result_dict.txt,4.5,0.4999931045895852
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-54-35-Monday/ht_result_dict.txt,5.0,0.5
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-54-35-Monday/ht_result_dict.txt,5.5,0.5
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-54-35-Monday/ht_result_dict.txt,6.0,0.5000034477052074
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-54-35-Monday/ht_result_dict.txt,6.5,0.5
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-54-35-Monday/ht_result_dict.txt,7.0,0.5
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-54-35-Monday/ht_result_dict.txt,7.5,0.5000034477052074
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-54-35-Monday/ht_result_dict.txt,8.0,0.5000034477052074
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-54-35-Monday/ht_result_dict.txt,8.5,0.5000068954104149
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-54-35-Monday/ht_result_dict.txt,9.0,0.5
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-54-35-Monday/ht_result_dict.txt,9.5,0.5
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseht_vit_b_16_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-14-54-35-Monday/ht_result_dict.txt,10.0,0.4999931045895852
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseref_traversability_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-15-03-43-Monday/ht_result_dict.txt,-10.0,0.49294944285083847
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseref_traversability_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-15-03-43-Monday/ht_result_dict.txt,-9.5,0.496052377537511
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseref_traversability_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-15-03-43-Monday/ht_result_dict.txt,-9.0,0.4976486650485437
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseref_traversability_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-15-03-43-Monday/ht_result_dict.txt,-8.5,0.49875193071491614
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseref_traversability_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-15-03-43-Monday/ht_result_dict.txt,-8.0,0.4993139066637246
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseref_traversability_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-15-03-43-Monday/ht_result_dict.txt,-7.5,0.49966557259488087
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseref_traversability_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-15-03-43-Monday/ht_result_dict.txt,-7.0,0.49983451015004415
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseref_traversability_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-15-03-43-Monday/ht_result_dict.txt,-6.5,0.49991035966460723
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseref_traversability_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-15-03-43-Monday/ht_result_dict.txt,-6.0,0.49991380736981467
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseref_traversability_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-15-03-43-Monday/ht_result_dict.txt,-5.5,0.49993104589585174
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseref_traversability_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-15-03-43-Monday/ht_result_dict.txt,-5.0,0.4999275981906443
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseref_traversability_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-15-03-43-Monday/ht_result_dict.txt,-4.5,0.4999207027802295
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseref_traversability_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-15-03-43-Monday/ht_result_dict.txt,-4.0,0.4999275981906443
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseref_traversability_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-15-03-43-Monday/ht_result_dict.txt,-3.5,0.49993104589585174
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseref_traversability_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-15-03-43-Monday/ht_result_dict.txt,-3.0,0.4999275981906443
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseref_traversability_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-15-03-43-Monday/ht_result_dict.txt,-2.5,0.49991380736981467
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseref_traversability_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-15-03-43-Monday/ht_result_dict.txt,-2.0,0.5031960227272727
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseref_traversability_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-15-03-43-Monday/ht_result_dict.txt,-1.5,0.5154698532656664
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseref_traversability_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-15-03-43-Monday/ht_result_dict.txt,-1.0,0.5527257557369815
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseref_traversability_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-15-03-43-Monday/ht_result_dict.txt,-0.5,0.7118718281112092
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseref_traversability_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-15-03-43-Monday/ht_result_dict.txt,0.0,0.869511253309797
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseref_traversability_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-15-03-43-Monday/ht_result_dict.txt,0.5,0.8451842453662842
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseref_traversability_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-15-03-43-Monday/ht_result_dict.txt,1.0,0.8065492608120035
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseref_traversability_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-15-03-43-Monday/ht_result_dict.txt,1.5,0.773013432259488
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseref_traversability_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-15-03-43-Monday/ht_result_dict.txt,2.0,0.7198670564872022
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseref_traversability_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-15-03-43-Monday/ht_result_dict.txt,2.5,0.6787600672992057
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseref_traversability_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-15-03-43-Monday/ht_result_dict.txt,3.0,0.6491546226831421
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseref_traversability_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-15-03-43-Monday/ht_result_dict.txt,3.5,0.6277754026919682
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseref_traversability_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-15-03-43-Monday/ht_result_dict.txt,4.0,0.6117332303618711
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseref_traversability_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-15-03-43-Monday/ht_result_dict.txt,4.5,0.5993318347308032
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseref_traversability_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-15-03-43-Monday/ht_result_dict.txt,5.0,0.58944381619594
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseref_traversability_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-15-03-43-Monday/ht_result_dict.txt,5.5,0.5798902250661959
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseref_traversability_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-15-03-43-Monday/ht_result_dict.txt,6.0,0.572094963592233
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseref_traversability_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-15-03-43-Monday/ht_result_dict.txt,6.5,0.5650271679170344
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseref_traversability_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-15-03-43-Monday/ht_result_dict.txt,7.0,0.5593315589143866
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseref_traversability_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-15-03-43-Monday/ht_result_dict.txt,7.5,0.5542772230803178
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseref_traversability_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-15-03-43-Monday/ht_result_dict.txt,8.0,0.5499675915710504
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseref_traversability_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-15-03-43-Monday/ht_result_dict.txt,8.5,0.5457062279346867
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseref_traversability_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-15-03-43-Monday/ht_result_dict.txt,9.0,0.5416758605472197
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseref_traversability_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-15-03-43-Monday/ht_result_dict.txt,9.5,0.538104037952339
train_data/sum_train_scout_infer_new1/train_scout_backbone_nonoiseref_traversability_optimizer_type_adam_lr_decay_type_cos_UnFreeze_Epoch_1_time_2025-02-17-15-03-43-Monday/ht_result_dict.txt,10.0,0.5351803839364518
